Competition,Country,Code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Source
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Standard,Westerlo,0,0,D,football-data
Belgian Pro League,Belgium,B1,22/03/2026,17:30,Waregem,Charleroi,1,0,H,football-data
La Liga,Spain,SP1,22/03/2026,17:30,Ath Bilbao,Betis,2,1,H,football-data
La Liga,Spain,SP1,22/03/2026,17:30,Athletic Club,Real Betis,2,1,H,fixturedownload
Primeira Liga,Portugal,P1,22/03/2026,18:00,Alverca,Sp Lisbon,1,4,A,football-data
Primeira Liga,Portugal,P1,22/03/2026,18:00,FC Alverca,Sporting CP,1,4,A,fixturedownload
Bundesliga,Germany,D1,22/03/2026,18:30,Augsburg,Stuttgart,2,5,A,football-data
Bundesliga,Germany,D1,22/03/2026,18:30,FC Augsburg,VfB Stuttgart,2,5,A,fixturedownload
Eredivisie,Netherlands,N1,22/03/2026,19:00,Telstar,PSV,,,,fixturedownload
Ligue 1,France,F1,22/03/2026,19:45,FC Nantes,RC Strasbourg Alsace,2,3,A,fixturedownload
Ligue 1,France,F1,22/03/2026,19:45,Nantes,Strasbourg,2,3,A,football-data
Serie A,Italy,I1,22/03/2026,19:45,Fiorentina,Inter,1,1,D,football-data
La Liga,Spain,SP1,22/03/2026,20:00,Real Madrid,Ath Madrid,3,2,H,football-data
La Liga,Spain,SP1,22/03/2026,20:00,Real Madrid,Atlético de Madrid,3,2,H,fixturedownload
Primeira Liga,Portugal,P1,22/03/2026,20:30,SC Braga,FC Porto,1,2,A,fixturedownload
Primeira Liga,Portugal,P1,22/03/2026,20:30,Sp Braga,Porto,1,2,A,football-data
Primeira Liga,Portugal,P1,03/04/2026,15:30,CD Nacional,Estrela Amadora,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Casa Pia AC,SL Benfica,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,FC Arouca,Estoril Praia,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,FC Porto,FC Famalicão,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Gil Vicente FC,AFS,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Moreirense FC,SC Braga,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Rio Ave FC,FC Alverca,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Sporting CP,Santa Clara,,,,fixturedownload
Primeira Liga,Portugal,P1,03/04/2026,15:30,Vitória SC,CD Tondela,,,,fixturedownload
Ligue 1,France,F1,03/04/2026,18:45,Paris Saint-Germain,Toulouse FC,,,,fixturedownload
La Liga,Spain,SP1,03/04/2026,19:00,Rayo Vallecano,Elche CF,,,,fixturedownload
La Liga,Spain,SP1,04/04/2026,12:00,Real Sociedad,Levante UD,,,,fixturedownload
Serie A,Italy,I1,04/04/2026,13:00,Sassuolo,Cagliari,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,Bayer 04 Leverkusen,VfL Wolfsburg,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,Borussia Mönchengladbach,1. FC Heidenheim 1846,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,Hamburger SV,FC Augsburg,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,SV Werder Bremen,RB Leipzig,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,Sport-Club Freiburg,FC Bayern München,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,13:30,TSG Hoffenheim,1. FSV Mainz 05,,,,fixturedownload
La Liga,Spain,SP1,04/04/2026,14:15,RCD Mallorca,Real Madrid,,,,fixturedownload
Eredivisie,Netherlands,N1,04/04/2026,14:30,PSV,FC Utrecht,,,,fixturedownload
Ligue 1,France,F1,04/04/2026,15:00,RC Strasbourg Alsace,OGC Nice,,,,fixturedownload
Serie A,Italy,I1,04/04/2026,16:00,Hellas Verona,Fiorentina,,,,fixturedownload
Bundesliga,Germany,D1,04/04/2026,16:30,VfB Stuttgart,Borussia Dortmund,,,,fixturedownload
La Liga,Spain,SP1,04/04/2026,16:30,Real Betis,RCD Espanyol de Barcelona,,,,fixturedownload
Eredivisie,Netherlands,N1,04/04/2026,16:45,AZ,Fortuna Sittard,,,,fixturedownload
Eredivisie,Netherlands,N1,04/04/2026,16:45,Telstar,FC Groningen,,,,fixturedownload
Ligue 1,France,F1,04/04/2026,17:00,Stade Brestois 29,Stade Rennais FC,,,,fixturedownload
Serie A,Italy,I1,04/04/2026,18:45,Lazio,Parma,,,,fixturedownload
Eredivisie,Netherlands,N1,04/04/2026,19:00,Ajax,FC Twente,,,,fixturedownload
Eredivisie,Netherlands,N1,04/04/2026,19:00,Excelsior Rotterdam,N.E.C. Nijmegen,,,,fixturedownload
La Liga,Spain,SP1,04/04/2026,19:00,Atlético de Madrid,FC Barcelona,,,,fixturedownload
Ligue 1,France,F1,04/04/2026,19:05,LOSC Lille,RC Lens,,,,fixturedownload
Eredivisie,Netherlands,N1,05/04/2026,10:15,Go Ahead Eagles,PEC Zwolle,,,,fixturedownload
La Liga,Spain,SP1,05/04/2026,12:00,Getafe CF,Athletic Club,,,,fixturedownload
Eredivisie,Netherlands,N1,05/04/2026,12:30,FC Volendam,Feyenoord,,,,fixturedownload
Eredivisie,Netherlands,N1,05/04/2026,12:30,sc Heerenveen,Heracles Almelo,,,,fixturedownload
Ligue 1,France,F1,05/04/2026,13:00,Angers SCO,Olympique Lyonnais,,,,fixturedownload
Serie A,Italy,I1,05/04/2026,13:00,Cremonese,Bologna,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Antalyaspor,Eyüpspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Fatih Karagümrük,Çaykur Rizespor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Fenerbahçe,Besiktas,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Gaziantep,Alanyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Gençlerbirligi,Göztepe,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Kasimpasa,Kayserispor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Kocaelispor,Istanbul Basaksehir,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Samsunspor,Konyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,05/04/2026,13:00,Trabzonspor,Galatasaray,,,,fixturedownload
Bundesliga,Germany,D1,05/04/2026,13:30,1. FC Union Berlin,FC St. Pauli,,,,fixturedownload
La Liga,Spain,SP1,05/04/2026,14:15,Valencia CF,Celta,,,,fixturedownload
Eredivisie,Netherlands,N1,05/04/2026,14:45,NAC Breda,Sparta Rotterdam,,,,fixturedownload
Ligue 1,France,F1,05/04/2026,15:15,FC Lorient,Paris FC,,,,fixturedownload
Ligue 1,France,F1,05/04/2026,15:15,FC Metz,FC Nantes,,,,fixturedownload
Ligue 1,France,F1,05/04/2026,15:15,Havre Athletic Club,AJ Auxerre,,,,fixturedownload
Bundesliga,Germany,D1,05/04/2026,15:30,Eintracht Frankfurt,1. FC Köln,,,,fixturedownload
Serie A,Italy,I1,05/04/2026,16:00,Pisa,Torino,,,,fixturedownload
La Liga,Spain,SP1,05/04/2026,16:30,Real Oviedo,Sevilla FC,,,,fixturedownload
Ligue 1,France,F1,05/04/2026,18:45,AS Monaco,Olympique de Marseille,,,,fixturedownload
Serie A,Italy,I1,05/04/2026,18:45,Inter,Roma,,,,fixturedownload
La Liga,Spain,SP1,05/04/2026,19:00,Deportivo Alavés,CA Osasuna,,,,fixturedownload
Serie A,Italy,I1,06/04/2026,10:30,Udinese,Como,,,,fixturedownload
Serie A,Italy,I1,06/04/2026,13:00,Lecce,Atalanta,,,,fixturedownload
Serie A,Italy,I1,06/04/2026,16:00,Juventus,Genoa,,,,fixturedownload
Serie A,Italy,I1,06/04/2026,18:45,Napoli,Milan,,,,fixturedownload
La Liga,Spain,SP1,06/04/2026,19:00,Girona FC,Villarreal CF,,,,fixturedownload
UEFA Champions League,Europe,UCL,07/04/2026,19:00,Real Madrid,Bayern München,,,,fixturedownload
UEFA Champions League,Europe,UCL,07/04/2026,19:00,Sporting CP,Arsenal,,,,fixturedownload
UEFA Europa League,Europe,UEL,08/04/2026,16:45,Braga,Real Betis,,,,fixturedownload
UEFA Champions League,Europe,UCL,08/04/2026,19:00,Barcelona,Atleti,,,,fixturedownload
UEFA Champions League,Europe,UCL,08/04/2026,19:00,Paris,Liverpool,,,,fixturedownload
UEFA Europa League,Europe,UEL,09/04/2026,19:00,Bologna,Aston Villa,,,,fixturedownload
UEFA Europa League,Europe,UEL,09/04/2026,19:00,Freiburg,Celta,,,,fixturedownload
UEFA Europa League,Europe,UEL,09/04/2026,19:00,Porto,Nott'm Forest,,,,fixturedownload
Ligue 1,France,F1,10/04/2026,17:00,Paris FC,AS Monaco,,,,fixturedownload
Eredivisie,Netherlands,N1,10/04/2026,18:00,FC Twente,FC Volendam,,,,fixturedownload
Bundesliga,Germany,D1,10/04/2026,18:30,FC Augsburg,TSG Hoffenheim,,,,fixturedownload
Ligue 1,France,F1,10/04/2026,18:45,Olympique de Marseille,FC Metz,,,,fixturedownload
Serie A,Italy,I1,10/04/2026,18:45,Roma,Pisa,,,,fixturedownload
La Liga,Spain,SP1,10/04/2026,19:00,Real Madrid,Girona FC,,,,fixturedownload
La Liga,Spain,SP1,11/04/2026,12:00,Real Sociedad,Deportivo Alavés,,,,fixturedownload
Serie A,Italy,I1,11/04/2026,13:00,Cagliari,Cremonese,,,,fixturedownload
Serie A,Italy,I1,11/04/2026,13:00,Torino,Hellas Verona,,,,fixturedownload
Bundesliga,Germany,D1,11/04/2026,13:30,1. FC Heidenheim 1846,1. FC Union Berlin,,,,fixturedownload
Bundesliga,Germany,D1,11/04/2026,13:30,Borussia Dortmund,Bayer 04 Leverkusen,,,,fixturedownload
Bundesliga,Germany,D1,11/04/2026,13:30,RB Leipzig,Borussia Mönchengladbach,,,,fixturedownload
Bundesliga,Germany,D1,11/04/2026,13:30,VfL Wolfsburg,Eintracht Frankfurt,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Arsenal,Bournemouth,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Brentford,Everton,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Burnley,Brighton,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Chelsea,Man City,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Crystal Palace,Newcastle,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Liverpool,Fulham,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Man Utd,Leeds,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Nott'm Forest,Aston Villa,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,Sunderland,Spurs,,,,fixturedownload
Premier League,England,E0,11/04/2026,14:00,West Ham,Wolves,,,,fixturedownload
La Liga,Spain,SP1,11/04/2026,14:15,Elche CF,Valencia CF,,,,fixturedownload
Eredivisie,Netherlands,N1,11/04/2026,14:30,FC Utrecht,Telstar,,,,fixturedownload
Ligue 1,France,F1,11/04/2026,15:00,RC Lens,Paris Saint-Germain,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,AFS,Vitória SC,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,CD Tondela,Gil Vicente FC,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,Estoril Praia,FC Porto,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,Estrela Amadora,Sporting CP,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,FC Alverca,Casa Pia AC,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,FC Famalicão,Moreirense FC,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,SC Braga,FC Arouca,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,SL Benfica,CD Nacional,,,,fixturedownload
Primeira Liga,Portugal,P1,11/04/2026,15:30,Santa Clara,Rio Ave FC,,,,fixturedownload
Serie A,Italy,I1,11/04/2026,16:00,Milan,Udinese,,,,fixturedownload
Bundesliga,Germany,D1,11/04/2026,16:30,FC St. Pauli,FC Bayern München,,,,fixturedownload
La Liga,Spain,SP1,11/04/2026,16:30,FC Barcelona,RCD Espanyol de Barcelona,,,,fixturedownload
Eredivisie,Netherlands,N1,11/04/2026,16:45,Sparta Rotterdam,PSV,,,,fixturedownload
Ligue 1,France,F1,11/04/2026,17:00,AJ Auxerre,FC Nantes,,,,fixturedownload
Eredivisie,Netherlands,N1,11/04/2026,18:00,FC Groningen,Go Ahead Eagles,,,,fixturedownload
Serie A,Italy,I1,11/04/2026,18:45,Atalanta,Juventus,,,,fixturedownload
Eredivisie,Netherlands,N1,11/04/2026,19:00,Heracles Almelo,Ajax,,,,fixturedownload
La Liga,Spain,SP1,11/04/2026,19:00,Sevilla FC,Atlético de Madrid,,,,fixturedownload
Ligue 1,France,F1,11/04/2026,19:05,Stade Rennais FC,Angers SCO,,,,fixturedownload
Eredivisie,Netherlands,N1,12/04/2026,10:15,Fortuna Sittard,NAC Breda,,,,fixturedownload
Serie A,Italy,I1,12/04/2026,10:30,Genoa,Sassuolo,,,,fixturedownload
La Liga,Spain,SP1,12/04/2026,12:00,CA Osasuna,Real Betis,,,,fixturedownload
Eredivisie,Netherlands,N1,12/04/2026,12:30,N.E.C. Nijmegen,Feyenoord,,,,fixturedownload
Eredivisie,Netherlands,N1,12/04/2026,12:30,PEC Zwolle,Excelsior Rotterdam,,,,fixturedownload
Serie A,Italy,I1,12/04/2026,13:00,Parma,Napoli,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Alanyaspor,Trabzonspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Besiktas,Antalyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Eyüpspor,Samsunspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Galatasaray,Kocaelispor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Göztepe,Kasimpasa,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Istanbul Basaksehir,Gençlerbirligi,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Kayserispor,Fenerbahçe,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Konyaspor,Fatih Karagümrük,,,,fixturedownload
Turkish Super Lig,Turkey,T1,12/04/2026,13:00,Çaykur Rizespor,Gaziantep,,,,fixturedownload
Bundesliga,Germany,D1,12/04/2026,13:30,1. FC Köln,SV Werder Bremen,,,,fixturedownload
La Liga,Spain,SP1,12/04/2026,14:15,RCD Mallorca,Rayo Vallecano,,,,fixturedownload
Eredivisie,Netherlands,N1,12/04/2026,14:45,AZ,sc Heerenveen,,,,fixturedownload
Ligue 1,France,F1,12/04/2026,15:15,OGC Nice,Havre Athletic Club,,,,fixturedownload
Ligue 1,France,F1,12/04/2026,15:15,Stade Brestois 29,RC Strasbourg Alsace,,,,fixturedownload
Ligue 1,France,F1,12/04/2026,15:15,Toulouse FC,LOSC Lille,,,,fixturedownload
Bundesliga,Germany,D1,12/04/2026,15:30,VfB Stuttgart,Hamburger SV,,,,fixturedownload
Serie A,Italy,I1,12/04/2026,16:00,Bologna,Lecce,,,,fixturedownload
La Liga,Spain,SP1,12/04/2026,16:30,Celta,Real Oviedo,,,,fixturedownload
Bundesliga,Germany,D1,12/04/2026,17:30,1. FSV Mainz 05,Sport-Club Freiburg,,,,fixturedownload
Ligue 1,France,F1,12/04/2026,18:45,Olympique Lyonnais,FC Lorient,,,,fixturedownload
Serie A,Italy,I1,12/04/2026,18:45,Como,Inter,,,,fixturedownload
La Liga,Spain,SP1,12/04/2026,19:00,Athletic Club,Villarreal CF,,,,fixturedownload
Serie A,Italy,I1,13/04/2026,18:45,Fiorentina,Lazio,,,,fixturedownload
La Liga,Spain,SP1,13/04/2026,19:00,Levante UD,Getafe CF,,,,fixturedownload
UEFA Champions League,Europe,UCL,14/04/2026,19:00,Atleti,Barcelona,,,,fixturedownload
UEFA Champions League,Europe,UCL,14/04/2026,19:00,Liverpool,Paris,,,,fixturedownload
UEFA Champions League,Europe,UCL,15/04/2026,19:00,Arsenal,Sporting CP,,,,fixturedownload
UEFA Champions League,Europe,UCL,15/04/2026,19:00,Bayern München,Real Madrid,,,,fixturedownload
UEFA Europa League,Europe,UEL,16/04/2026,16:45,Celta,Freiburg,,,,fixturedownload
UEFA Europa League,Europe,UEL,16/04/2026,19:00,Aston Villa,Bologna,,,,fixturedownload
UEFA Europa League,Europe,UEL,16/04/2026,19:00,Nott'm Forest,Porto,,,,fixturedownload
UEFA Europa League,Europe,UEL,16/04/2026,19:00,Real Betis,Braga,,,,fixturedownload
Serie A,Italy,I1,17/04/2026,16:30,Sassuolo,Como,,,,fixturedownload
Bundesliga,Germany,D1,17/04/2026,18:30,FC St. Pauli,1. FC Köln,,,,fixturedownload
Serie A,Italy,I1,17/04/2026,18:45,Inter,Cagliari,,,,fixturedownload
Serie A,Italy,I1,18/04/2026,13:00,Udinese,Parma,,,,fixturedownload
Bundesliga,Germany,D1,18/04/2026,13:30,1. FC Union Berlin,VfL Wolfsburg,,,,fixturedownload
Bundesliga,Germany,D1,18/04/2026,13:30,Bayer 04 Leverkusen,FC Augsburg,,,,fixturedownload
Bundesliga,Germany,D1,18/04/2026,13:30,SV Werder Bremen,Hamburger SV,,,,fixturedownload
Bundesliga,Germany,D1,18/04/2026,13:30,TSG Hoffenheim,Borussia Dortmund,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Aston Villa,Sunderland,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Brentford,Fulham,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Chelsea,Man Utd,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Crystal Palace,West Ham,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Everton,Liverpool,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Leeds,Wolves,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Man City,Arsenal,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Newcastle,Bournemouth,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Nott'm Forest,Burnley,,,,fixturedownload
Premier League,England,E0,18/04/2026,14:00,Spurs,Brighton,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,CD Nacional,FC Alverca,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,Casa Pia AC,Santa Clara,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,FC Arouca,Estrela Amadora,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,FC Porto,CD Tondela,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,Gil Vicente FC,Vitória SC,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,Moreirense FC,Estoril Praia,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,Rio Ave FC,AFS,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,SC Braga,FC Famalicão,,,,fixturedownload
Primeira Liga,Portugal,P1,18/04/2026,15:30,Sporting CP,SL Benfica,,,,fixturedownload
Serie A,Italy,I1,18/04/2026,16:00,Napoli,Lazio,,,,fixturedownload
Bundesliga,Germany,D1,18/04/2026,16:30,Eintracht Frankfurt,RB Leipzig,,,,fixturedownload
Serie A,Italy,I1,18/04/2026,18:45,Roma,Atalanta,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,AS Monaco,AJ Auxerre,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,Angers SCO,Havre Athletic Club,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,FC Lorient,Olympique de Marseille,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,FC Metz,Paris FC,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,FC Nantes,Stade Brestois 29,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,LOSC Lille,OGC Nice,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,Paris Saint-Germain,Olympique Lyonnais,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,RC Lens,Toulouse FC,,,,fixturedownload
Ligue 1,France,F1,18/04/2026,22:00,RC Strasbourg Alsace,Stade Rennais FC,,,,fixturedownload
Serie A,Italy,I1,19/04/2026,10:30,Cremonese,Torino,,,,fixturedownload
Serie A,Italy,I1,19/04/2026,13:00,Hellas Verona,Milan,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Antalyaspor,Konyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Fatih Karagümrük,Eyüpspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Fenerbahçe,Çaykur Rizespor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Gaziantep,Kayserispor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Gençlerbirligi,Galatasaray,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Kasimpasa,Alanyaspor,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Kocaelispor,Göztepe,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Samsunspor,Besiktas,,,,fixturedownload
Turkish Super Lig,Turkey,T1,19/04/2026,13:00,Trabzonspor,Istanbul Basaksehir,,,,fixturedownload
Bundesliga,Germany,D1,19/04/2026,13:30,Sport-Club Freiburg,1. FC Heidenheim 1846,,,,fixturedownload
Bundesliga,Germany,D1,19/04/2026,15:30,FC Bayern München,VfB Stuttgart,,,,fixturedownload
Serie A,Italy,I1,19/04/2026,16:00,Pisa,Genoa,,,,fixturedownload
Bundesliga,Germany,D1,19/04/2026,17:30,Borussia Mönchengladbach,1. FSV Mainz 05,,,,fixturedownload
Serie A,Italy,I1,19/04/2026,18:45,Juventus,Bologna,,,,fixturedownload
Serie A,Italy,I1,20/04/2026,18:45,Lecce,Fiorentina,,,,fixturedownload
Eredivisie,Netherlands,N1,22/04/2026,18:00,Telstar,Sparta Rotterdam,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Athletic Club,CA Osasuna,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Elche CF,Atlético de Madrid,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,FC Barcelona,Celta,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Girona FC,Real Betis,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Levante UD,Sevilla FC,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,RCD Mallorca,Valencia CF,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Rayo Vallecano,RCD Espanyol de Barcelona,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Real Madrid,Deportivo Alavés,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Real Oviedo,Villarreal CF,,,,fixturedownload
La Liga,Spain,SP1,22/04/2026,19:00,Real Sociedad,Getafe CF,,,,fixturedownload
Eredivisie,Netherlands,N1,23/04/2026,16:45,Go Ahead Eagles,AZ,,,,fixturedownload
Eredivisie,Netherlands,N1,23/04/2026,19:00,PSV,PEC Zwolle,,,,fixturedownload
Primeira Liga,Portugal,P1,23/04/2026,19:15,Casa Pia AC,SC Braga,,,,fixturedownload
Serie A,Italy,I1,24/04/2026,18:45,Napoli,Cremonese,,,,fixturedownload
Serie A,Italy,I1,25/04/2026,13:00,Parma,Pisa,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,1. FC Heidenheim 1846,FC St. Pauli,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,1. FC Köln,Bayer 04 Leverkusen,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,1. FSV Mainz 05,FC Bayern München,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,Borussia Dortmund,Sport-Club Freiburg,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,FC Augsburg,Eintracht Frankfurt,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,Hamburger SV,TSG Hoffenheim,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,RB Leipzig,1. FC Union Berlin,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,VfB Stuttgart,SV Werder Bremen,,,,fixturedownload
Bundesliga,Germany,D1,25/04/2026,13:30,VfL Wolfsburg,Borussia Mönchengladbach,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Arsenal,Newcastle,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Bournemouth,Leeds,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Brighton,Chelsea,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Burnley,Man City,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Fulham,Aston Villa,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Liverpool,Crystal Palace,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Man Utd,Brentford,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Sunderland,Nott'm Forest,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,West Ham,Everton,,,,fixturedownload
Premier League,England,E0,25/04/2026,14:00,Wolves,Spurs,,,,fixturedownload
Eredivisie,Netherlands,N1,25/04/2026,14:30,Feyenoord,FC Groningen,,,,fixturedownload
Primeira Liga,Portugal,P1,25/04/2026,15:30,AFS,Sporting CP,,,,fixturedownload
Primeira Liga,Portugal,P1,25/04/2026,15:30,CD Tondela,CD Nacional,,,,fixturedownload
Primeira Liga,Portugal,P1,25/04/2026,15:30,Estoril Praia,FC Famalicão,,,,fixturedownload
